project_name,project_location,project_founder,fund_goal,fund_currency,fund_progress,fund_date_end,fund_supporter,category,goal_tipping point,goal_stretch point,percentagefunded,percstretch,Word_count,Analytic,Clout,Authentic,Tone,Words_per_sentence,Sixltr,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Música contra el trabajo infantil ,"Oaxaca, Mexico",Pedro Morales Morales,"200,000",MXN,"8,451","'Fundraising ended on Apr 21, 2017",17,Education;Human Rights;,"200,000","250,000",0.04226,0.03380,233,89.41,46.57,17.75,49.75,29.12,27.04,27.04,7.73,6.87,5.15,0.00,0.00,0.86,0.86,0.86,4.29,8.58,4.29,0.86,2.58,0.43,4.72,2.15,0.86,0.86,1.72,0.43,5.58,3.43,2.15,0.43,0.43,0.86,6.01,0.00,0.00,0.00,0.86,2.58,0.86,0.43,0.00,0.00,0.00,1.29,1.29,0.00,1.29,0.00,0.00,0.00,0.00,0.00,0.00,7.73,0.86,4.29,3.00,2.58,0.00,1.29,4.29,1.72,9.01,0.43,4.29,4.72,7.73,2.58,0.00,0.43,0.43,0.00,0.43,0.00,0.43,0.00,0.00,0.00,11.16,3.43,2.58,0.86,0.00,0.00,0.00,0.00,1.72,0.00,0.86,1.72
My Circus My Monkeys,"Brisbane, Australia",My Circus My Monkeys,"25,000",AUD,"5,816","'Fundraising ended on Oct 29, 2018",59,Community;Education;Health;,"25,000","50,000",0.23264,0.11632,836,90.05,65.36,57.47,93.34,39.81,31.82,42.22,7.89,5.02,2.63,1.67,0.00,0.00,0.72,2.87,8.01,12.80,4.07,1.91,8.49,0.96,9.93,3.71,1.79,1.08,1.20,1.56,6.22,5.14,0.84,0.12,0.12,0.12,8.97,0.36,0.36,0.00,0.00,14.47,6.46,3.71,0.36,2.15,0.72,3.11,1.91,0.84,0.36,0.00,2.63,0.36,2.03,0.12,0.00,12.20,5.50,3.59,1.79,1.91,0.84,0.84,7.42,0.84,10.29,2.27,5.50,2.39,4.07,3.35,0.48,0.96,1.08,0.24,0.12,0.00,0.00,0.00,0.12,0.00,25.72,2.03,13.16,0.12,0.12,0.12,0.36,1.20,2.03,3.23,1.91,1.44
My Climate Action Hub,"Gothenburg, Sweden",Richard Mattus,"15,000",EUR,"2,040","'Fundraising ended on Apr 30, 2017",55,Community;Environment;Social Enterprise;,"15,000","40,000",0.13600,0.05100,1698,92.06,73.96,21.44,89.67,25.73,30.51,46.05,8.07,2.89,0.18,0.71,1.71,0.00,0.29,5.18,6.60,17.26,7.36,3.00,5.59,0.59,11.48,5.12,2.18,1.35,1.06,2.06,5.01,4.12,0.29,0.18,0.00,0.00,6.83,0.06,0.65,0.00,0.00,12.43,3.47,4.71,1.30,1.71,0.82,2.06,0.77,0.35,0.00,0.24,0.59,0.06,0.24,0.00,0.29,7.30,2.18,1.65,2.06,1.41,0.29,1.53,9.31,1.18,11.84,2.00,7.48,2.24,6.48,0.71,0.18,2.83,0.00,0.00,0.18,0.00,0.12,0.00,0.06,0.00,20.91,3.95,4.89,0.35,0.00,0.06,0.59,0.94,0.47,0.35,4.83,4.48
My first EP music video and duet single,Gold Coast ,Candice Dianna,"12,259",AUD,"15,912","'Jul 30, 2014",112,Arts & Culture;,"12,259","15,000",1.29799,1.06080,531,72.68,55.23,44.38,80.41,18.96,14.69,47.65,11.49,7.34,4.71,1.88,0.19,0.19,0.38,4.14,6.59,13.56,10.55,3.01,6.59,0.56,16.38,3.77,1.51,1.51,5.08,2.64,4.14,3.39,0.38,0.00,0.19,0.00,4.90,0.00,0.19,0.19,0.00,5.84,0.94,1.32,0.56,1.51,1.51,0.38,5.08,2.26,2.82,0.00,0.94,0.19,0.56,0.00,0.19,6.40,2.64,0.75,2.26,1.13,0.38,1.13,10.36,4.14,14.88,2.82,7.53,4.71,2.64,5.65,1.51,0.94,0.19,0.00,1.69,0.00,1.32,0.19,0.19,0.00,18.46,3.95,5.84,0.00,0.00,0.19,1.13,0.19,0.00,3.58,2.26,1.32
My Heart is in the East,New York City,The HEAT Collective,"5,050",USD,"5,880","'Apr 19, 2015",68,Arts & Culture;Community;,"5,050","10,500",1.16436,0.56000,660,95.24,93.30,21.24,99.00,20.62,27.12,46.52,8.03,4.70,0.45,1.97,0.91,0.15,1.21,3.33,10.45,15.00,5.76,1.82,6.82,0.15,10.00,2.58,0.76,1.21,0.76,1.52,6.97,6.36,0.00,0.00,0.00,0.00,13.33,0.15,0.15,0.30,0.00,8.48,3.64,2.42,0.45,1.36,0.15,0.61,1.82,0.61,0.61,0.45,1.06,0.61,0.30,0.00,0.15,7.73,4.39,2.27,1.36,0.45,0.00,1.52,7.27,1.06,12.12,1.21,6.97,3.64,4.55,4.55,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.76,6.52,6.06,1.06,0.15,0.00,0.15,0.45,0.61,0.61,0.00,0.15
My Invisible Life - Invisible Illness Storytelling,Sydney,My Invisible Life,"2,000",AUD,"6,895","'May 06, 2014",65,Community;,"2,000","6,000",3.44750,1.14917,548,77.65,94.97,9.52,91.25,26.10,29.56,48.54,12.04,7.85,0.73,0.36,0.36,3.47,2.92,4.20,6.75,14.05,6.20,3.83,7.66,0.91,12.41,4.74,1.64,1.82,2.74,2.19,5.47,4.20,0.18,0.00,0.00,0.18,19.71,0.91,1.09,4.38,0.00,9.85,3.47,1.64,0.55,1.09,1.64,2.37,2.01,0.18,0.36,0.18,5.66,0.18,5.11,0.18,0.00,9.67,6.57,1.09,1.46,0.55,0.18,2.74,9.12,0.36,10.58,2.01,6.75,1.82,2.92,1.46,0.55,0.91,0.00,0.18,0.36,0.00,0.36,0.00,0.00,0.00,13.69,4.93,3.10,0.18,0.00,0.00,0.00,1.46,0.18,0.91,1.82,1.09
My New Leaf Addiction Recovery App,Saltsburg,My New Leaf Inc,"22,500",USD,"1,950","'Fundraising ended on Sep 10, 2015",8,Health;,"22,500","80,000",0.08667,0.02438,470,96.48,93.98,9.67,79.93,15.16,31.49,41.91,8.94,5.53,0.64,4.26,0.00,0.00,0.64,3.40,7.66,15.96,3.19,1.70,4.47,0.43,7.45,2.98,0.64,0.85,2.34,1.06,6.17,4.47,1.49,0.21,0.64,0.21,13.62,0.21,0.85,0.00,0.21,6.81,2.13,2.34,0.21,1.49,0.43,1.28,2.34,1.49,0.21,0.43,2.34,0.21,1.28,0.00,0.43,17.02,9.79,4.89,1.91,2.13,0.64,1.49,5.96,0.85,9.36,0.85,5.53,3.19,4.68,2.34,0.21,1.28,0.00,0.21,0.64,0.00,0.64,0.00,0.00,0.00,12.77,5.96,3.19,0.21,0.00,0.00,0.64,1.28,0.85,0.21,0.43,0.00
My Underpants RULE,Sydney,My Underpants RULE,"22,000",AUD,"30,983","'Sep 18, 2015",229,Children & Youth;,"22,000","50,000",1.40832,0.61966,384,81.26,86.87,24.85,30.15,15.36,24.22,45.83,9.38,5.47,0.78,2.34,1.04,0.00,1.30,3.91,7.03,13.28,8.07,3.65,7.03,0.26,13.80,6.51,3.65,2.86,2.60,2.34,8.07,4.17,3.91,0.00,2.08,0.26,11.20,0.52,0.00,0.00,0.00,10.94,2.86,3.65,1.56,2.08,0.78,2.34,0.78,0.78,0.00,0.00,0.78,0.00,0.52,0.26,0.00,14.06,4.17,0.78,7.55,1.30,1.82,2.60,11.46,0.78,12.50,1.56,5.99,4.95,4.43,0.78,0.00,0.78,0.00,0.00,0.26,0.00,0.00,0.00,0.26,0.00,16.93,4.95,3.39,0.00,0.00,1.30,2.34,1.30,1.56,2.08,0.00,0.00
Na'atik Mexico: Flaunt your Fluency,Felipe Carrillo Puerto,Naatik Mexico,"1,000",USD,"1,560","'Dec 31, 2015",24,Education;,"1,000","1,500",1.56000,1.04000,401,69.23,99.00,16.73,88.87,14.85,22.94,47.38,15.21,12.22,0.75,5.99,4.49,0.00,1.00,2.74,4.49,13.97,7.98,3.24,4.74,0.75,14.71,2.49,0.50,1.50,2.99,2.00,3.74,3.74,0.00,0.00,0.00,0.00,18.70,0.25,0.25,0.00,0.00,8.23,0.75,1.50,1.50,1.75,2.24,2.00,2.49,1.75,0.75,0.00,0.75,0.25,0.00,0.00,0.00,18.45,11.72,2.24,4.49,1.75,0.00,0.50,13.22,0.75,13.22,2.00,5.99,4.99,8.23,2.99,0.25,3.99,0.00,0.00,0.25,0.00,0.25,0.00,0.00,0.00,17.71,4.49,5.49,0.25,0.00,1.25,1.25,1.25,0.00,1.50,1.00,1.25
Na'atik Mexico: Flaunt your Fluency,Felipe Carrillo Puerto,Naatik Mexico,"1,000",USD,"1,560","'Dec 31, 2015",24,Education;,"1,000","1,500",1.56000,1.04000,401,69.23,99.00,16.73,88.87,14.85,22.94,47.38,15.21,12.22,0.75,5.99,4.49,0.00,1.00,2.74,4.49,13.97,7.98,3.24,4.74,0.75,14.71,2.49,0.50,1.50,2.99,2.00,3.74,3.74,0.00,0.00,0.00,0.00,18.70,0.25,0.25,0.00,0.00,8.23,0.75,1.50,1.50,1.75,2.24,2.00,2.49,1.75,0.75,0.00,0.75,0.25,0.00,0.00,0.00,18.45,11.72,2.24,4.49,1.75,0.00,0.50,13.22,0.75,13.22,2.00,5.99,4.99,8.23,2.99,0.25,3.99,0.00,0.00,0.25,0.00,0.25,0.00,0.00,0.00,17.71,4.49,5.49,0.25,0.00,1.25,1.25,1.25,0.00,1.50,1.00,1.25
Namatjira Project Documentary,Sydney,Big hART,"40,000",AUD,"41,378","'Jul 31, 2015",244,Arts & Culture;,"40,000","75,000",1.03445,0.55171,811,96.44,92.70,14.11,95.45,22.53,30.95,41.80,7.15,5.06,0.00,2.34,0.74,0.74,1.23,2.10,9.62,14.67,5.06,2.10,4.93,0.25,10.36,3.95,1.97,0.99,1.97,2.22,5.43,5.06,0.37,0.12,0.00,0.00,12.33,1.36,0.25,0.12,0.99,6.17,1.11,2.47,0.37,0.86,1.11,0.62,1.36,0.74,0.37,0.12,1.36,0.62,0.49,0.00,0.12,13.56,6.91,2.59,2.96,1.85,0.74,2.59,7.27,1.36,13.93,2.22,7.52,4.32,4.93,3.82,1.48,0.74,0.00,0.12,0.12,0.00,0.12,0.00,0.00,0.00,13.32,4.44,4.32,0.00,0.37,0.12,0.25,1.36,0.25,1.85,0.00,0.37
Nanakuli Community Aquaponics,Honolulu,isisHawaii,"25,000",USD,"1,620","'Fundraising ended on Nov 15, 2013",17,Community;Education;,"25,000","100,000",0.06480,0.01620,257,92.44,72.02,6.83,32.45,25.70,36.19,37.74,6.23,2.72,0.39,1.95,0.00,0.00,0.39,3.50,6.61,12.84,4.28,1.17,7.39,0.78,8.56,3.11,1.95,1.56,3.50,0.78,2.72,1.56,1.17,0.39,0.00,0.00,7.00,0.00,0.00,0.00,0.00,9.34,1.17,3.50,2.33,0.78,0.78,1.95,0.78,0.39,0.00,0.00,1.17,0.00,0.78,0.00,0.39,16.73,5.45,4.67,6.61,1.56,1.17,0.39,5.45,1.17,10.89,1.95,7.78,1.17,12.45,0.00,0.00,1.17,0.00,0.00,0.39,0.00,0.00,0.00,0.39,0.00,16.73,4.67,5.06,1.56,0.00,0.00,0.00,2.33,0.00,0.78,1.95,0.39
Natasha - Studies in Experimental Opera,"Cardiff, United Kingdom",Jane Fox,"4,000",GBP,"4,070","'Apr 14, 2016",23,Arts & Culture;Education;Human Rights;,"4,000","15,000",1.01750,0.27133,519,92.06,78.53,7.89,75.77,19.96,33.91,41.81,4.62,3.08,0.00,1.93,0.96,0.19,0.00,1.54,8.67,12.52,6.55,2.31,8.09,0.39,9.06,3.47,0.77,0.58,0.39,2.31,5.39,4.05,1.35,0.19,0.58,0.19,6.74,0.19,0.00,0.58,0.19,10.40,3.47,2.70,0.96,1.54,1.16,1.35,2.70,0.58,1.54,0.39,2.12,0.19,0.58,1.16,0.19,7.90,2.89,2.50,2.31,0.77,0.19,0.77,8.86,1.73,8.86,0.19,6.17,2.50,6.55,2.50,0.00,1.54,0.39,0.19,0.96,0.00,0.96,0.00,0.00,0.00,11.75,5.39,3.08,0.00,0.19,0.19,0.00,1.73,0.00,0.19,0.00,0.96
National Voice for Refugees,Sydney,Refugee Council of Australia,"17,500",AUD,"2,205","'Fundraising ended on Jun 30, 2014",28,Community;,"17,500","70,000",0.12600,0.03150,681,89.31,92.27,10.61,74.92,20.64,31.13,46.11,8.96,6.61,1.17,2.94,1.17,1.03,0.29,2.35,6.90,16.01,7.05,3.08,5.87,1.03,11.01,4.55,2.20,0.88,1.62,0.73,5.87,4.26,1.62,0.15,0.44,0.15,13.36,0.15,0.15,0.88,0.59,5.87,1.47,1.17,0.88,0.59,1.17,1.03,2.35,0.00,1.32,0.73,0.29,0.00,0.29,0.00,0.00,13.36,6.02,2.79,3.96,0.73,1.03,3.67,9.84,0.59,11.75,0.88,6.17,4.85,6.61,0.44,0.15,0.88,0.44,0.15,0.00,0.00,0.00,0.00,0.00,0.00,13.66,4.41,4.55,0.00,0.00,0.29,0.15,0.29,1.47,2.06,0.00,0.44
Natural Doctors Empowering Haitians,Beaverton,Naturopaths Without Borders,"1,000",USD,"2,520","'May 20, 2014",10,Health;,"1,000","4,000",2.52000,0.63000,115,89.93,98.76,43.37,2.58,23.00,21.74,46.96,13.04,11.30,0.00,10.43,0.00,0.87,0.00,1.74,5.22,17.39,3.48,3.48,5.22,0.00,15.65,6.09,2.61,0.00,3.48,0.87,6.09,1.74,4.35,0.00,0.00,4.35,12.17,0.00,0.87,0.00,0.87,3.48,1.74,0.87,0.00,0.87,0.00,0.00,1.74,0.87,0.00,0.87,1.74,0.87,0.87,0.00,0.00,15.65,10.43,3.48,0.87,0.00,0.87,6.09,7.83,0.00,19.13,3.48,7.83,7.83,6.09,0.00,3.48,2.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.30,4.35,6.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87
Natural Panaa,"Parramatta, Australia",Premjith Herman,"5,000",AUD,"1,430","'Fundraising ended on Oct 11, 2019",11,Community;Environment;Social Enterprise;,"5,000","10,000",0.28600,0.14300,732,87.53,86.58,10.66,76.31,21.53,25.41,44.40,7.79,6.15,0.55,2.32,0.00,2.60,0.68,1.64,6.28,14.75,6.15,2.73,8.33,0.41,12.16,3.83,1.23,1.23,2.05,1.37,3.83,3.14,0.41,0.14,0.14,0.00,10.93,1.50,0.68,1.64,2.60,7.10,1.23,3.28,0.55,0.55,0.68,1.23,0.27,0.14,0.00,0.14,1.37,0.14,0.55,0.14,0.55,12.30,4.51,2.46,3.55,2.05,0.55,4.37,7.24,0.14,13.66,1.64,7.10,5.19,5.87,0.41,0.41,1.78,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,10.93,4.64,3.28,0.14,0.00,0.00,0.00,1.64,0.14,0.27,0.82,0.00
Needy Beasts Haven - An Animal Sanctuary,"Richardson, TX, United States",Jack Salva,"9,000",USD,"2,375","'Fundraising ended on May 10, 2017",6,Animal Rights;Community;Social Enterprise;,"9,000","15,000",0.26389,0.15833,542,51.64,93.70,7.51,90.09,12.90,24.17,52.21,16.05,8.86,0.00,4.98,0.92,0.00,2.95,7.20,5.17,12.55,11.44,4.06,4.61,1.48,17.53,4.98,2.95,1.85,0.92,2.40,7.56,5.72,1.85,0.37,0.00,0.55,14.58,0.37,0.18,0.18,0.00,11.99,2.03,1.29,1.85,2.77,1.11,3.69,0.18,0.18,0.00,0.00,1.11,0.00,0.92,0.00,0.00,13.65,8.86,1.66,1.85,1.29,0.74,2.03,14.58,1.29,8.49,1.11,5.17,2.03,2.40,1.29,0.55,2.77,0.55,0.00,1.85,0.00,1.48,0.00,0.37,0.00,17.34,9.23,3.51,0.55,0.00,0.00,0.18,1.11,0.00,0.74,0.37,1.66
NeklevelOz - Empowering Disadvantaged Youth,"Melbourne, Australia",AIESEC Melbourne,"3,200",AUD,45,"'Fundraising ended on Jan 24, 2016",3,Children & Youth;Community;Education;,"3,200","6,400",0.01406,0.00703,712,93.23,89.67,43.94,81.46,17.37,32.44,42.42,7.58,4.92,0.00,3.23,0.84,0.00,0.84,2.67,8.01,14.47,4.78,2.39,6.18,1.12,10.39,5.62,2.81,0.84,2.25,1.69,7.02,5.06,1.97,0.28,0.14,0.70,11.80,0.00,0.00,0.00,0.00,12.08,3.79,3.23,0.70,1.40,1.26,2.11,0.98,0.00,0.00,0.56,0.56,0.00,0.56,0.00,0.00,15.17,6.32,4.35,4.63,2.25,1.12,0.70,8.71,2.67,14.89,2.53,6.74,5.48,8.71,0.42,0.00,1.69,0.00,0.00,0.70,0.00,0.28,0.00,0.42,0.00,15.87,6.32,2.81,1.40,0.00,0.00,0.14,3.23,0.00,0.70,0.56,0.70
New Method to Teach Kindergarteners to Read,"Incline Village and Reno, Nevada",ISchool,"6,320",USD,"1,085","'Fundraising ended on Oct 31, 2014",4,Education;,"6,320","25,280",0.17168,0.04292,603,84.48,85.58,21.43,87.98,25.12,32.17,45.27,11.77,4.98,0.00,2.32,1.00,0.17,1.49,6.80,5.80,14.76,7.30,2.16,5.14,0.50,14.10,3.65,1.49,1.49,1.66,1.82,4.64,4.15,0.50,0.00,0.17,0.17,9.29,0.00,0.00,0.00,0.17,10.78,4.81,3.48,1.33,0.66,0.50,1.49,0.83,0.50,0.00,0.17,0.00,0.00,0.00,0.00,0.00,14.59,3.32,4.31,6.47,2.16,0.17,1.00,8.79,2.16,11.44,1.82,5.80,3.98,15.59,1.00,0.00,1.99,0.00,0.00,0.50,0.00,0.17,0.17,0.17,0.00,13.27,3.48,3.81,0.50,0.00,0.33,0.17,1.82,0.00,0.83,0.33,1.99
New Music in Remote Schools and Communities,Perth,Tura New Music,"10,000",AUD,"10,145","'Oct 09, 2013",30,Arts & Culture;Social Enterprise;,"10,000","15,000",1.01450,0.67633,1430,95.32,88.27,26.73,93.97,22.34,33.29,40.70,6.01,3.22,0.07,1.40,1.19,0.00,0.56,2.80,8.25,14.34,4.62,2.52,5.80,0.63,8.46,3.78,1.26,0.98,1.26,1.26,5.10,4.76,0.35,0.00,0.00,0.21,11.40,0.00,0.14,0.00,0.00,7.48,1.26,2.80,0.70,0.63,1.05,1.40,3.78,0.35,2.66,0.14,1.05,0.28,0.63,0.00,0.14,12.66,5.87,2.94,3.64,2.38,0.14,0.84,7.13,0.98,15.24,1.26,10.14,3.99,7.76,3.92,0.21,1.89,0.00,0.00,0.28,0.00,0.07,0.07,0.14,0.00,11.61,4.13,3.01,0.14,0.14,0.35,0.35,0.98,0.14,1.05,0.14,1.19
New Prakti Charcoal Stove Launch,"Bommiyarpalayam, Tamil Nadu",Prakti,"9,000",CAD,180,"'Fundraising ended on Dec 22, 2014",3,Economic Development;Environment;,"9,000","35,000",0.02000,0.00514,1646,94.78,67.12,1.52,41.13,21.38,27.22,16.59,2.13,1.22,0.00,0.61,0.55,0.00,0.06,0.91,2.86,7.53,1.40,0.79,3.52,0.30,2.67,2.86,1.58,0.24,4.07,1.03,2.55,1.70,0.85,0.18,0.12,0.12,4.01,0.18,0.24,0.30,0.00,3.28,1.15,1.52,0.24,0.49,0.30,0.43,0.30,0.06,0.12,0.12,1.76,0.12,0.43,0.00,1.34,7.41,2.79,2.07,2.19,1.52,0.30,0.43,1.94,0.43,6.56,0.18,3.77,2.55,4.13,1.40,0.61,2.25,0.00,0.06,0.06,0.00,0.00,0.00,0.06,0.00,24.36,12.52,5.53,0.00,0.00,0.36,0.97,1.40,0.12,2.61,0.00,0.85
Newcastle Mirage Changemaker's Event,Newcastle,Newcastle Mirage,"3,000",AUD,535,"'Fundraising ended on Sep 13, 2013",11,Arts & Culture;,"3,000","10,000",0.17833,0.05350,133,98.20,88.54,50.35,94.56,16.62,27.07,39.10,4.51,1.50,0.00,1.50,0.00,0.00,0.00,2.26,10.53,14.29,4.51,1.50,5.26,0.00,8.27,2.26,0.75,0.00,0.75,1.50,4.51,4.51,0.00,0.00,0.00,0.00,11.28,0.00,0.00,0.00,0.00,8.27,2.26,3.76,0.00,1.50,0.00,0.75,3.76,0.00,0.75,3.01,1.50,0.00,0.00,0.00,1.50,7.52,3.76,1.50,0.75,3.01,0.00,0.00,5.26,0.75,18.05,1.50,12.78,3.76,3.01,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.54,6.02,3.76,0.00,0.00,0.00,0.00,4.51,0.00,0.75,0.00,1.50
Nick's Wish to be King of the Raceway,Melbourne ,Make-A-Wish Australia - Nick's WIsh,"5,400",AUD,142,"'Fundraising ended on Nov 28, 2015",6,Children & Youth;,"5,400","14,954",0.02630,0.00950,440,89.77,93.88,1.28,99.00,22.00,23.41,41.82,9.55,7.05,0.00,1.59,2.05,2.50,0.91,2.50,6.59,14.09,5.45,2.95,4.77,0.68,17.95,5.45,3.18,0.45,1.36,1.36,10.23,8.41,1.82,0.23,0.68,0.23,14.32,0.00,0.00,0.00,3.18,13.86,1.36,2.95,5.45,1.82,1.36,1.82,1.82,0.23,0.45,0.45,3.64,0.23,2.95,0.00,0.00,13.18,5.45,2.27,7.95,0.45,0.45,1.14,11.14,5.91,12.27,4.77,3.64,4.77,0.68,0.23,0.23,0.91,0.00,0.00,0.23,0.00,0.23,0.00,0.00,0.00,16.36,3.18,5.23,0.45,0.00,0.23,1.14,1.82,0.23,1.82,0.00,2.27
Nirmal for disruptive eating,Ypsilanti,Nirmal Indian Cuisine,"10,000",USD,125,"'Fundraising ended on Jul 15, 2014",4,Health;,"10,000","25,000",0.01250,0.00500,992,95.20,91.15,32.32,80.56,20.67,19.35,46.27,9.07,6.65,0.00,5.44,0.20,0.00,1.01,2.42,9.07,16.53,5.24,2.82,5.34,0.30,9.68,4.23,2.42,1.11,3.63,2.32,3.23,3.12,0.10,0.00,0.00,0.00,10.38,0.10,0.00,0.00,0.00,9.38,1.61,2.72,1.11,2.02,0.81,2.22,1.21,0.60,0.00,0.50,6.05,0.10,0.20,0.00,5.65,11.09,6.85,2.72,1.51,1.21,0.00,0.50,6.45,1.81,15.52,2.02,10.38,3.02,3.93,4.23,0.60,1.71,0.10,0.00,0.20,0.00,0.10,0.00,0.10,0.00,14.62,5.14,2.92,0.71,0.10,0.00,0.00,1.11,2.52,0.50,0.81,0.81
No Fixt Address,Melbourne,Seed Projects,"40,000",AUD,"3,701","'Fundraising ended on Dec 31, 2014",21,Community;,"40,000","150,000",0.09253,0.02467,504,64.56,69.00,35.98,55.71,20.16,22.62,50.60,15.67,9.13,5.16,2.18,0.79,0.00,0.99,6.55,5.56,13.49,6.55,3.37,7.54,1.19,14.48,4.17,2.98,1.39,1.39,2.18,5.56,3.57,1.98,0.40,0.20,0.20,10.71,0.99,0.60,0.40,0.40,10.52,3.57,1.39,2.38,1.19,0.79,1.79,2.38,0.40,0.60,0.40,3.77,0.99,1.98,0.20,0.60,12.50,5.16,2.98,3.77,0.99,0.79,1.98,10.52,0.99,10.71,1.39,4.96,3.97,3.17,1.19,1.59,0.40,0.00,0.00,0.60,0.60,0.40,0.00,0.00,0.00,15.48,3.77,5.75,0.60,0.20,0.79,0.40,0.40,0.99,1.39,0.40,0.79
No Money Fun,"Bistol, United Kingdom",Adrian Beale,"24,000",GBP,290,"'Fundraising ended on Jun 15, 2017",9,Children & Youth;Community;Social Enterprise;,"24,000","50,000",0.01208,0.00580,1130,73.98,84.35,37.66,95.06,20.93,16.81,53.45,12.12,8.14,2.30,2.57,1.59,0.62,1.06,3.98,8.41,14.25,8.67,4.51,7.70,1.15,14.51,5.66,2.30,2.12,1.42,2.12,4.78,4.69,0.09,0.00,0.09,0.00,11.15,0.18,0.53,0.09,0.71,8.85,2.04,2.04,0.80,1.77,1.33,1.77,1.68,0.80,0.80,0.00,0.53,0.00,0.27,0.00,0.18,9.38,4.42,2.48,2.74,1.06,0.00,2.83,9.65,2.30,14.42,1.68,8.41,4.51,4.87,2.12,0.18,4.78,0.00,0.00,0.53,0.00,0.35,0.09,0.09,0.00,14.51,4.25,4.69,0.00,0.18,0.62,0.18,0.44,0.62,2.04,0.88,0.62
No More Tolls,Miami,DRIVE Drivers Ready to Improve Vote and Empower,"70,000",USD,66,"'Fundraising ended on Jun 30, 2015",10,Community;,"70,000","100,000",0.00094,0.00066,338,97.16,70.29,8.40,86.98,19.88,29.88,39.05,5.33,2.96,0.59,2.07,0.30,0.00,0.00,2.37,6.80,15.98,5.92,0.30,3.85,1.18,10.36,3.55,1.48,0.59,3.85,2.66,4.73,4.14,0.59,0.00,0.00,0.30,6.21,0.00,0.00,0.00,0.00,5.62,0.89,1.18,1.18,0.89,1.18,1.48,0.30,0.00,0.00,0.30,0.89,0.00,0.00,0.00,0.89,12.13,4.14,4.44,5.92,1.18,0.00,0.89,7.69,1.18,10.95,2.96,5.62,2.07,5.62,1.78,0.59,1.18,0.00,0.30,1.48,0.00,1.48,0.00,0.00,0.00,19.53,6.80,5.33,0.30,0.00,0.00,1.18,0.89,0.59,0.30,1.18,2.96
No woman and child should sleep on the streets,Sydney,Sleep Safe Tonight,"1,400",AUD,160,"'Fundraising ended on Jan 20, 2014",4,Community;Human Rights;,"1,400","5,000",0.11429,0.03200,535,53.03,91.66,50.81,42.74,17.83,18.32,54.21,15.89,10.65,3.36,1.12,2.62,2.43,1.12,5.23,6.17,12.71,8.04,5.23,7.29,1.87,17.94,3.74,1.12,2.43,0.93,1.12,6.54,3.74,2.80,0.00,0.00,0.19,18.13,0.37,0.56,4.49,0.00,11.78,3.74,2.06,0.93,1.68,1.68,2.80,1.68,0.56,0.56,0.56,1.31,0.93,0.19,0.00,0.19,12.52,3.93,1.12,4.86,0.56,3.74,4.86,11.40,1.12,14.58,1.87,8.41,4.30,1.87,0.37,1.50,1.31,0.00,0.00,0.75,0.00,0.19,0.00,0.56,0.00,21.12,5.42,7.10,0.56,0.00,0.56,0.19,1.12,0.37,2.99,0.00,2.80
North Leeward Farmers Market ,"Chateaubelair, Saint Vincent And The Grenedines",Meg Workman,"3,000",USD,"3,020","'Aug 18, 2018",52,Community;Economic Development;Food;,"3,000","5,000",1.00667,0.60400,623,93.14,87.28,14.33,56.06,23.96,30.66,44.94,8.03,4.17,0.00,0.32,0.32,0.00,3.53,3.85,8.67,15.25,6.74,3.21,5.46,0.16,11.56,2.73,1.77,2.09,1.44,2.57,4.17,2.89,1.28,0.00,0.80,0.00,12.20,1.12,0.48,0.00,0.00,9.79,1.12,5.30,0.96,1.93,0.32,1.28,0.48,0.00,0.32,0.00,2.89,0.16,0.48,0.00,2.25,11.56,6.10,3.37,2.57,1.12,0.32,1.12,9.31,2.09,13.16,3.37,7.38,2.25,5.46,3.69,3.05,2.25,0.00,0.00,0.32,0.00,0.16,0.00,0.16,0.00,13.96,3.69,4.65,0.80,0.00,0.16,0.32,0.00,1.28,0.48,2.57,0.00
